,host_material,semiconductor_2,semiconductor_3,semiconductor_1_pct,semiconductor_2_pct,co_catalyst,co_catalyst_wt_pct,form,structure,bandgap_eV,full_catalyst,preparation_semiconductor,calcination_temp_semiconductor_C,calcination_time_semiconductor_h,preparation_photocatalyst,calcination_temp_photocatalyst_C,calcination_time_photocatalyst_h,light_type,light_source_type,light_power_W,light_power_reported,wavelength_cutoff_nm,is_xe_lamp,is_hg_lamp,is_led,is_uv,is_visible_light,catalyst_loading_g_L,catalyst_loading_mg,catalyst_loading_reported,reaction_volume_mL,glycerol_concentration_v_pct,glycerol_concentration_std,glycerol_concentration_reported,temperature_C,pH,HER_reported,HER_std_umol_g_h,DOI,source_url,paper_title,journal,year,authors,data_quality_flag,data_quality_note,confidence_HER,confidence_loading,confidence_volume,confidence_light,confidence_wavelength,confidence_pH,confidence_bandgap,metadata_completeness_score,experiment_hash,semi_bandgap_eV,semi_electron_affinity_eV,semi_dielectric,semi_crystal,semi_density,cocat_work_function,cocat_d_band_center,cocat_atomic_radius,cocat_electronegativity,cocat_price,log_HER
68,tio2,,,100.0,,au,1.5,nanoparticle,anatase,3.05,1.5wt%au/tio2,,,0.0,precipitation,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,19381 μmol g⁻¹ h⁻¹,19381.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,ad93374861f4a211,3.2,4.21,86.0,1.0,3.89,5.1,-3.56,144.0,2.54,5.0,9.872100079294496
67,tio2,,,100.0,,au,0.5,nanoparticle,anatase,3.02,0.5wt%au/tio2,,,0.0,precipitation,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,16170 μmol g⁻¹ h⁻¹,16170.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,7a40fef31c78e317,3.2,4.21,86.0,1.0,3.89,5.1,-3.56,144.0,2.54,5.0,9.690974793577944
454,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.5,150.0,0.5 g/l,300.0,20.0,2.7386,20 vol%,30.0,11.0,49009 μmol g⁻¹ h⁻¹,49009.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.5 g/l × 300.0 ml = 150.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,679a31f89f3b65dc,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.799779637903594
451,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.5,150.0,0.5 g/l,300.0,5.0,0.6847,5 vol%,30.0,5.0,22162 μmol g⁻¹ h⁻¹,22162.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.5 g/l × 300.0 ml = 150.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,5ef57335e0302da3,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.006179510759674
450,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.5,150.0,0.5 g/l,300.0,80.0,10.9545,80 vol%,30.0,5.0,43784 μmol g⁻¹ h⁻¹,43784.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.5 g/l × 300.0 ml = 150.00 mg; glycerol std: (80.0/100×1261)/92.09 = 10.9545 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,4650123008e36971,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.687046571956325
448,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.5,150.0,0.5 g/l,300.0,20.0,2.7386,20 vol%,30.0,5.0,45045 μmol g⁻¹ h⁻¹,45045.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.5 g/l × 300.0 ml = 150.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,1a92d088d7984c80,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.715439468861323
486,cds,,,100.0,,pt,,nanoparticle,,,xwt%pt/cds,heat treating,,0.0,photodeposition,,0.0,visible,hg-xe lamp,500.0,500 w,418.0,1,1,0,0,1,2.0,120.0,2 g/l,60.0,30.0,4.1079,30 vol%,25.0,4.0,657.86 μmol g⁻¹ h⁻¹,657.86,10.1002/chem.201501595,https://doi.org/10.1002/chem.201501595,zno/zns heterostructured nanorod arrays and their efficient photocatalytic hydrogen evolution,chemistry a european journal,2015.0,bao et al.,needs_review,catalyst loading calc: 2.0 g/l × 60.0 ml = 120.00 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,medium,high,low,0.625,6a70f02dcb7f5215,2.42,4.2,8.9,3.0,4.82,5.65,-2.25,139.0,2.28,5.0,6.490511068837677
485,cds,,,100.0,,pt,,nanoparticle,,,xwt%pt/cds,heat treating,,0.0,photodeposition,,0.0,visible,hg-xe lamp,500.0,500 w,418.0,1,1,0,0,1,2.0,120.0,2 g/l,60.0,30.0,4.1079,30 vol%,25.0,4.0,940 μmol g⁻¹ h⁻¹,940.0,10.1002/chem.201501595,https://doi.org/10.1002/chem.201501595,zno/zns heterostructured nanorod arrays and their efficient photocatalytic hydrogen evolution,chemistry a european journal,2015.0,bao et al.,needs_review,catalyst loading calc: 2.0 g/l × 60.0 ml = 120.00 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,medium,high,low,0.625,728776597faaa580,2.42,4.2,8.9,3.0,4.82,5.65,-2.25,139.0,2.28,5.0,6.846943139585379
484,cds,,,100.0,,pt,,nanoparticle,,,xwt%pt/cds,heat treating,,0.0,photodeposition,,0.0,visible,hg-xe lamp,500.0,500 w,418.0,1,1,0,0,1,1.0,60.0,1 g/l,60.0,30.0,4.1079,30 vol%,25.0,4.0,415.71 μmol g⁻¹ h⁻¹,415.71,10.1002/chem.201501595,https://doi.org/10.1002/chem.201501595,zno/zns heterostructured nanorod arrays and their efficient photocatalytic hydrogen evolution,chemistry a european journal,2015.0,bao et al.,needs_review,catalyst loading calc: 1.0 g/l × 60.0 ml = 60.00 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,medium,high,low,0.625,efcd6238d8854097,2.42,4.2,8.9,3.0,4.82,5.65,-2.25,139.0,2.28,5.0,6.032390536220612
483,cds,,,100.0,,pt,,nanoparticle,,,xwt%pt/cds,heat treating,,0.0,photodeposition,,0.0,visible,hg-xe lamp,500.0,500 w,418.0,1,1,0,0,1,1.0,60.0,1 g/l,60.0,30.0,4.1079,30 vol%,25.0,4.0,3950 μmol g⁻¹ h⁻¹,3950.0,10.1002/chem.201501595,https://doi.org/10.1002/chem.201501595,zno/zns heterostructured nanorod arrays and their efficient photocatalytic hydrogen evolution,chemistry a european journal,2015.0,bao et al.,needs_review,catalyst loading calc: 1.0 g/l × 60.0 ml = 60.00 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,medium,high,low,0.625,b70418ea08e32c31,2.42,4.2,8.9,3.0,4.82,5.65,-2.25,139.0,2.28,5.0,8.281723990411392
464,tio2,rgo,,97.0,,pt,1.5,nanoparticle,anatase-rutile,2.52,1.5wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.25,75.0,0.25 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,45405 μmol g⁻¹ h⁻¹,45405.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.25 g/l × 300.0 ml = 75.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,803312257b5bf01b,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.723399533887571
463,tio2,rgo,,95.0,,pt,3.8,nanoparticle,anatase-rutile,2.98,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.25,75.0,0.25 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,46486 μmol g⁻¹ h⁻¹,46486.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.25 g/l × 300.0 ml = 75.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,494c3212e048e581,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.746927982596027
461,tio2,rgo,,98.0,,pt,3.8,nanoparticle,anatase-rutile,2.89,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.25,75.0,0.25 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,64505 μmol g⁻¹ h⁻¹,64505.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.25 g/l × 300.0 ml = 75.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,ff5e551b49eff77c,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,11.074513521713284
460,tio2,rgo,,99.0,,pt,3.8,nanoparticle,anatase-rutile,2.98,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.25,75.0,0.25 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,41622 μmol g⁻¹ h⁻¹,41622.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.25 g/l × 300.0 ml = 75.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,60edbb84fb6c12d4,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.636408178080352
459,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,1.0,300.0,1 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,46306 μmol g⁻¹ h⁻¹,46306.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 1.0 g/l × 300.0 ml = 300.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,9527b04c090124b5,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.743048416551554
458,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.75,225.0,0.75 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,48288 μmol g⁻¹ h⁻¹,48288.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.75 g/l × 300.0 ml = 225.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,d1ab042191563ecc,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.784959070432006
455,tio2,rgo,,97.0,,pt,3.8,nanoparticle,anatase-rutile,2.52,3.8wt%pt/tio2/rgo,hydrothermal,,0.0,photodeposition,,0.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,0.1,30.0,0.1 g/l,300.0,20.0,2.7386,20 vol%,30.0,7.0,63964 μmol g⁻¹ h⁻¹,63964.0,10.1166/jnn.2018.14653,https://doi.org/10.1166/jnn.2018.14653,effects of different sacrificial agents and hydrogen production from wastewater by pt-graphene/tio2,journal of nanoscience and nanotechnology,2018.0,nguyen et al.,needs_review,catalyst loading calc: 0.1 g/l × 300.0 ml = 30.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,high,low,high,high,0.625,3a9afa4e9f7f3b42,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,11.066091337751136
415,tio2,,,100.0,,pt,0.5,nanoparticle,anatase,2.95,0.5wt%pt/tio2,,,0.0,impregnation,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,10550 μmol g⁻¹ h⁻¹,10550.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,be8cbbc962457c0f,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,9.263975921142093
414,tio2,,,100.0,,pt,0.5,nanoparticle,anatase,3.08,0.5wt%pt/tio2,,,0.0,photodeposition,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,9289 μmol g⁻¹ h⁻¹,9289.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,db11b1313a137a3c,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,9.136693831807884
413,tio2,,,100.0,,pt,3.0,nanoparticle,anatase,2.91,3wt%pt/tio2,,,0.0,precipitation,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,16972 μmol g⁻¹ h⁻¹,16972.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,5321fe3f52d80ee1,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,9.739379125161532
412,tio2,,,100.0,,pt,1.5,nanoparticle,anatase,3.01,1.5wt%pt/tio2,,,0.0,precipitation,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,15138 μmol g⁻¹ h⁻¹,15138.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,b68fb5a0e481b687,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,9.625029474611878
411,tio2,,,100.0,,pt,0.5,nanoparticle,anatase,3.04,0.5wt%pt/tio2,,,0.0,precipitation,400.0,2.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,1.0,85.0,1 g/l,85.0,10.0,1.3693,10 vol%,25.0,6.8,12615 μmol g⁻¹ h⁻¹,12615.0,needs_verification (10.1016/j.cattod.2017.mm.xxx),,"a comparative study of hydrogen photocatalytic production from glycerol and propan-2-ol on m/tio2 systems (m=au, pt, pd)",catalysis today,2017.0,lópez-tenllado et al.,needs_review,catalyst loading calc: 1.0 g/l × 85.0 ml = 85.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m,high,medium,high,high,low,high,high,0.625,f561864980908abe,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,9.442721128642875
387,tio2,,,100.0,,pt,2.51,nanoparticle,anatase-rutile,,2.51wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,5.0,25.0,5 g/l,5.0,50.0,6.8466,50 vol%,25.0,7.0,2630 μmol g⁻¹ h⁻¹,2630.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 5.0 g/l × 5.0 ml = 25.00 mg; glycerol std: (50.0/100×1261)/92.09 = 6.8466 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,76c39437c0ac9b08,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,7.875119281040293
386,tio2,,,100.0,,pt,2.51,nanoparticle,anatase-rutile,,2.51wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,0.05,0.25,0.05 g/l,5.0,50.0,6.8466,50 vol%,25.0,7.0,44000 μmol g⁻¹ h⁻¹,44000.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 0.05 g/l × 5.0 ml = 0.25 mg; glycerol std: (50.0/100×1261)/92.09 = 6.8466 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,47e9d996dda01a55,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.691967639914864
385,tio2,,,100.0,,pt,0.02,nanoparticle,anatase-rutile,,0.02wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,2.53,12.65,2.53 g/l,5.0,50.0,6.8466,50 vol%,25.0,7.0,2396 μmol g⁻¹ h⁻¹,2396.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 2.53 g/l × 5.0 ml = 12.65 mg; glycerol std: (50.0/100×1261)/92.09 = 6.8466 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,620ad0255365f967,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,7.781973234434385
384,tio2,,,100.0,,pt,2.51,nanoparticle,anatase-rutile,,2.51wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,2.53,12.65,2.53 g/l,5.0,50.0,6.8466,50 vol%,25.0,2.0,5050 μmol g⁻¹ h⁻¹,5050.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 2.53 g/l × 5.0 ml = 12.65 mg; glycerol std: (50.0/100×1261)/92.09 = 6.8466 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,cbc35ffca85247c2,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,8.527341522468053
383,tio2,,,100.0,,pt,5.0,nanoparticle,anatase-rutile,,5wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,2.53,12.65,2.53 g/l,5.0,25.25,3.4575,25.25 vol%,25.0,12.0,2416 μmol g⁻¹ h⁻¹,2416.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 2.53 g/l × 5.0 ml = 12.65 mg; glycerol std: (25.25/100×1261)/92.09 = 3.4575 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,55bbb7fc39b1e4f1,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,7.790282380703483
382,tio2,,,100.0,,pt,2.51,nanoparticle,anatase-rutile,,2.51wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,5.0,25.0,5 g/l,5.0,25.25,3.4575,25.25 vol%,25.0,12.0,1320 μmol g⁻¹ h⁻¹,1320.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 5.0 g/l × 5.0 ml = 25.00 mg; glycerol std: (25.25/100×1261)/92.09 = 3.4575 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,f837cfbae05e1ba1,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,7.186144304522325
381,tio2,,,100.0,,pt,2.51,nanoparticle,anatase-rutile,,2.51wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,0.05,0.25,0.05 g/l,5.0,25.25,3.4575,25.25 vol%,25.0,12.0,14000 μmol g⁻¹ h⁻¹,14000.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 0.05 g/l × 5.0 ml = 0.25 mg; glycerol std: (25.25/100×1261)/92.09 = 3.4575 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,080515f231c34d61,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,9.546884034617925
380,tio2,,,100.0,,pt,0.02,nanoparticle,anatase-rutile,,0.02wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,2.53,12.65,2.53 g/l,5.0,25.25,3.4575,25.25 vol%,25.0,12.0,1485 μmol g⁻¹ h⁻¹,1485.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 2.53 g/l × 5.0 ml = 12.65 mg; glycerol std: (25.25/100×1261)/92.09 = 3.4575 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,c97e57309ea52ddf,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,7.303843225277705
379,tio2,,,100.0,,pt,5.0,nanoparticle,anatase-rutile,,5wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,5.0,25.0,5 g/l,5.0,25.25,3.4575,25.25 vol%,25.0,7.0,2430 μmol g⁻¹ h⁻¹,2430.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 5.0 g/l × 5.0 ml = 25.00 mg; glycerol std: (25.25/100×1261)/92.09 = 3.4575 m; doi resolved via crossref api,high,medium,high,high,low,high,low,0.625,9f07a474662e6fea,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,7.796057974316123
